Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
 CTS-16U GREY,,,,,43,,
 CTS-16U RED,,,,,44,,
 CTS-16U YELLOW,,,,,42,,
 CTS-2.5UN BLACK,,,,,310,,
 CTS-2.5UN GREY,,,,,851,,
 CTS-2.5UN RED,,,,,282,,
 CTS-25U BLACK,,,,,2,,
 CTS-25U GRAY,,,,,86,,
 CTS-25UN BLUE,,,,,35,,
 CTS-25UN RED,,,,,36,,
 CTS-25UN YELLOW,,,,,35,,
 CTS-35L,,,,,6,,
 CTS-35L BLACK,,,,,1,,
 CTS-35L BLUE,,,,,9,,
 CTS-35L RED,,,,,9,,
 CTS-35L YELLOW,,,,,9,,
 CTS-35U BLACK,,,,,8,,
 CTS-35U GREY,,,,,3,,
 CTS-35UN BLUE,,,,,5,,
 CTS-35UN RED,,,,,4,,
 CTS-35UN YELLOW,,,,,5,,
 CTS-4UN BLACK,,,,,25,,
 CTS-4UN BLUE,,,,,119,,
 CTS-4UN GREEN,,,,,28,,
 CTS-4UN GREY,,,,,"5,042.00",,
 CTS-4UN ORANGE,,,,,58,,
 CTS-4UN RED,,,,,30,,
 CTS-4UN YELLOW,,,,,58,,
 CTS-6U GREEN,,,,,57,,
 CTS-6U GREY,,,,,222,,
 CTS-6U RED,,,,,23,,
 CTS-6U YELLOW,,,,,36,,
 CTS-6UN RED,,,,,3,,
 CTS-6UN YELLOW,,,,,4,,
 CTS-EP-4,,,,,31,,
 CTS2.5UN,,,,,295,,
 CTS35LBK,,,,,9,,
 CTS35LR,,,,,7,,
 CTS70L BLACK,,,,,8,,
 CWJX2.5/10,,,,,96,,
 CX 2.5,,,,,"1,042.00",,
 CX10,,,,,6,,
 CX2.5-GREY,,,,,"18,155.00",,
 CX2.5/3,,,,,10,,
 CX2.5BK-BLACK,,,,,208,,
 CX2.5BU-BLUE,,,,,68,,
 CX2.5R-RED,,,,,136,,
 CX40002OOOO,,,,,3,,
 CXDL2.5-GRAY,,,,,"2,463.00",,
 CXF4,,,,,18,,
 CXF4L6-60V,,,,,320,,
 CXF4L6-60VBU-BLUE,,,,,18,,
 D200-S11-000-00027,,,,,1,,
 D2VMR2,,,,,8,,
 D4JL-4NFG-C5,,,,,2,,
 D600-C29-L06-00197,,,,,7,,
 D800-000-D04-00204,,,,,1,,
 D800-S16-000-00268,,,,,1,,
 D800-V07-C12-00036,,,,,1,,
 DB16,,,,,19,,
 DB25,,,,,11,,
 DB35,,,,,21,,
 DB35R,,,,,1,,
 DB35Y,,,,,1,,
 DBK 1X4 RED,,,,,2,,
 DBK 1X4 YELLOW,,,,,2,,
 DBK 1X8  BLUE,,,,,3,,
 DBK 1X8 RED,,,,,3,,
 DBK 1X8 YELLOW,,,,,3,,
 DBK 6 BLUE,,,,,9,,
 DBK 6 RED,,,,,22,,
 DBK 6 YELLOW,,,,,7,,
 DBK-2.5-10WAY BLAC,,,,,93,,
 DBK-2.5-10WAY GREY,,,,,52,,
 DBK-2.5-10WAY ORNG,,,,,65,,
 DBK-2.5-10WAY RED,,,,,89,,
 DBK-2.5-10WAY WHIT,,,,,10,,
 DBK-2.5-5WAY BLAC,,,,,264,,
 DBK-2.5-5WAY GREY,,,,,196,,
 DBK-2.5-5WAY ORNG,,,,,219,,
 DBK-2.5-5WAY RED,,,,,213,,
 DBK-4-BLACK,,,,,75,,
 DBK-4-RED,,,,,17,,
 DBK-8-BLACK,,,,,9,,
 DBK-8-BLUE,,,,,5,,
 DBK-8-GREY,,,,,5,,
 DBK-8-RED,,,,,15,,
 DBK-8-YELLOW,,,,,5,,
 DBL125A,,,,,10,,
 DBL80,,,,,31,,
 DC1020CR-302-00B-E,,,,,5,,
 DC1040CL-302-000-E,,,,,1,,
 DCF4A2-GREY,,,,,25,,
 DCF4D1-GREY,,,,,431,,
 DDFL4U,,,,,555,,
 DF-SL-100X30,,,,,1,,
 DF-SL-75X30,,,,,1,,
 DF6HA-1S,,,,,5,,
 DFBK-12-GREY,,,,,17,,
 DFBK-12-ORANGE,,,,,10,,
 DG-SA1021,,,,,4,,
 DGC-SC6SF4F-3GW,,,,,238,,
 DGF-AMMSSC-P,,,,,4,,
 DGS-1024C,,,,,1,,
 DI5007,,,,,1,,
 DILA-22 230V50HZ,,,,,37,,
 DILA-22 24VDC,,,,,47,,
 DILA-31 110VDC,,,,,7,,
 DILA-31 230V50HZ,,,,,62,,
 DILA-31 24VDC,,,,,3,,
 DILA-40 110VDC,,,,,10,,
 DILA-40 230V50HZ,,,,,2,,
 DILA-40 24VDC,,,,,8,,
 DILA-XHI04,,,,,5,,
 DILA-XHI11,,,,,1,,
 DILA-XHI13,,,,,4,,
 DILA-XHI20,,,,,2,,
 DILA-XHI22,,,,,5,,
 DILA-XHI31,,,,,15,,
 DILA-XHI40,,,,,35,,
 DILEM10  230V50HZ,,,,,3,,
 DILER-22,,,,,5,,
 DILER-40,,,,,1,,
 DILM1000-XHI11-S,,,,,1,,
 DILM12-XSPV240,,,,,229,,
 DILM17-10 230V50HZ,,,,,1,,
 DILM17-10 RDC 24,,,,,1,,
 DILM32-XHI11-S,,,,,1,,
 DILM32-XHI31,,,,,16,,
 DILM32-XSPV240,,,,,18,,
 DILM7-10  230V50HZ,,,,,14,,
 DILM9-10 230V50HZ,,,,,5,,
 DK 7549 000,,,,,1,,
 DM 9040,,,,,20,,
 DM-RS232IO-00,,,,,2,,
 DM100-RS232-000,,,,,5,,
 DM100-USB-000,,,,,1,,
 DM100-USB-030,,,,,1,,
 DM1110 CL1.0,,,,,5,,
 DM1210,,,,,4,,
 DM150-LENS-62,,,,,2,,
 DM260-CMNT-00,,,,,1,,
 DM260-CMNT-CVR,,,,,2,,
 DM260-LED-WHT-HP,,,,,1,,
 DM300-CLCOV,,,,,1,,
 DM300-CMCOV-SH,,,,,2,,
 DM3110,,,,,12,,
 DM3110 CL0.5,,,,,6,,
 DM3210 CL0.5,,,,,4,,
 DM8000-RS232-02,,,,,4,,
 DM8000-SLEEVE-00,,,,,1,,
 DM8050-SLEEVE-00,,,,,4,,
 DMA-RS232USB-000,,,,,1,,
 DMCH01181301,,,,,11,,
 DMCH01191002,,,,,223,,
 DMCH01191282,,,,,509,,
 DMCH03181001,,,,,198,,
 DMCM-SERIALM-00,,,,,3,,
 DMR-262QL-0120,,,,,1,,
 DMR-362Q-0000,,,,,2,,
 DMR-374X-MAX,,,,,1,,
 DP-B10030-01,,,,,3,,
 DP3D-GRAY,,,,,112,,
 DPBB-120,,,,,16,,
 DPBB-50,,,,,24,,
 DPBB240-GREY,,,,,9,,
 DPBB50-GREY,,,,,2,,
 DPSD,,,,,10,,
 DR-RDN20,,,,,1,,
 DR30DOL-E3G,,,,,11,,
 DR30DOL-E3Y,,,,,3,,
 DRDN-20-24,,,,,1,,
 DS-CESS1MSWW,,,,,5,,
 DST2.5-BLACK,,,,,5,,
 DST2.5-BLUE,,,,,100,,
 DST2.5-GREY,,,,,473,,
 DST2.5-RED,,,,,5,,
 DU3D4-GREY,,,,,48,,
 DUSD 4,,,,,111,,
 E000-000-T05-00074,,,,,530,,
 E000-000-T05-00145,,,,,278,,
 E000-C30-000-00108,,,,,2,,
 E000-T05-000-00160,,,,,122,,
 E001-000-000-00819,,,,,4,,
 E001-000-000-00856,,,,,8,,
 E001-000-000-00948,,,,,39,,
 E001-000-000-00992,,,,,3,,
 E001-000-000-01000,,,,,4,,
 E001-000-U02-00866,,,,,2,,
 E001-000-U02-00914,,,,,1,,
 E001-A09-000-00601,,,,,12,,
 E001-A09-E02-00005,,,,,1,,
 E001-A09-J02-00003,,,,,24,,
 E001-C28-000-00030,,,,,11,,
 E001-C28-000-00045,,,,,4,,
 E001-C28-000-00052,,,,,24,,
 E001-C28-000-00096,,,,,1,,
 E001-C28-000-00311,,,,,8,,
 E001-C28-000-00392,,,,,1,,
 E001-C28-000-00486,,,,,3,,
 E001-C28-000-01108,,,,,1,,
 E001-C28-000-01120,,,,,21,,
 E001-C28-I07-00695,,,,,3,,
 E001-E06-000-00474,,,,,1,,
 E001-E06-000-00609,,,,,2,,
 E001-E06-000-00783,,,,,14,,
 E001-G05-000-00115,,,,,"3,700.00",,
 E001-G05-000-00117,,,,,"4,847.00",,
 E001-N01-000-00211,,,,,222,,
 E001-N01-000-00212,,,,,29,,
 E001-P37-S02-00523,,,,,18,,
 E001-P37-T05-00136,,,,,10,,
 E001-P37-T05-00137,,,,,19,,
 E001-P37-T05-00496,,,,,166,,
 E001-P37-T05-00497,,,,,98,,
 E001-P37-T05-00498,,,,,15,,
 E001-P37-T05-00499,,,,,115,,
 E001-P37-T05-00504,,,,,53,,
 E001-P37-T05-00506,,,,,48,,
 E001-P37-T05-00551,,,,,194,,
 E001-P37-T05-00589,,,,,28,,
 E001-P37-T05-00628,,,,,"1,234.00",,
 E001-P37-T05-00629,,,,,108,,
 E001-P37-T05-00637,,,,,117,,
 E001-P37-T05-00638,,,,,302,,
 E001-P37-T05-00663,,,,,326,,
 E001-P37-T05-00700,,,,,283,,
 E001-P37-T05-00720,,,,,84,,
 E001-P37-T05-00736,,,,,20,,
 E001-P37-T05-00737,,,,,24,,
 E001-P37-T05-00765,,,,,41,,
 E001-P37-T05-00767,,,,,33,,
 E001-P37-T05-00785,,,,,152,,
 E001-P37-T05-00802,,,,,240,,
 E001-P37-T05-00838,,,,,134,,
 E001-P37-T05-00868,,,,,40,,
 E001-P37-T05-00878,,,,,61,,
 E001-P37-T05-00949,,,,,10,,
 E001-S15-000-00265,,,,,1,,
 E001-S15-000-00267,,,,,3,,
 E001-S15-000-00392,,,,,1,,
 E001-S15-000-00624,,,,,1,,
 E001-S28-000-00349,,,,,301,,
 E001-S28-000-00350,,,,,157,,
 E001-S28-000-00351,,,,,"1,230.00",,
 E001-S45-000-00714,,,,,6,,
 E001-T04-000-01060,,,,,68,,
 E001-T05-000-01036,,,,,12,,
 E001-T05-000-01059,,,,,17,,
 E001-T05-000-01113,,,,,18,,
 E001-T05-000-01115,,,,,8,,
 E001-T05-000-01144,,,,,7,,
 E001-T05-000-01145,,,,,5,,
 E001-T11-000-00853,,,,,10,,
 E001-T11-000-01029,,,,,3,,
 E001-U03-A09-00215,,,,,155,,
 E001-U03-A09-00290,,,,,84,,
 E002-S34-000-00233,,,,,84,,
 E2B-M12KS04-M1 B1,,,,,1,,
 E5CC-QX1AUM-000,,,,,2,,
 EC 6133 D,,,,,2,,
 EC6133G-00MA,,,,,1,,
 EDR-120-24,,,,,1,,
 EDR-150-24,,,,,2,,
 EM1200 RS,,,,,6,,
 EM6400NG,,,,,6,,
 EM6433,,,,,1,,
 EM6436HCL10RS,,,,,11,,
 EM90110OOOO,,,,,2,,
 EOCR-PDM,,,,,6,,
 EP-15/S-4X,,,,,2,,
 EP-2.5/4UN,,,,,290,,
 EP-2.5U/4U,,,,,30,,
 EP-6/10U,,,,,33,,
 EP-6U/10U,,,,,564,,
 EP-CDL4UN GREY,,,,,201,,
 EP2.5/4UN,,,,,771,,
 EP4P,,,,,10,,
 EP6/10,,,,,658,,
 EP99 RISH,,,,,2,,
 EP99-G3K8DH1000000,,,,,3,,
 EPCDL4U,,,,,"2,051.00",,
 EPCDTTU,,,,,2,,
 EPCSTSU,,,,,255,,
 EPCX10,,,,,4,,
 EPCX2.5-GREY,,,,,408,,
 EPCX4-GREY,,,,,100,,
 EPCXDL2.5,,,,,"1,109.00",,
 EPDD4-BLUE,,,,,50,,
 EPDD4-GREY,,,,,204,,
 EPDDFL4U,,,,,280,,
 EPODL2.5,,,,,20,,
 EPX-KHAKHI,,,,,100,,
 EQ96K 0-230V,,,,,3,,
 EQ96K 0-600V,,,,,6,,
 ESR5-NO-21-24VAC-D,,,,,32,,
 ET-50,,,,,19,,
 ET10,,,,,360,,
 ET16,,,,,404,,
 ET35,,,,,81,,
 ET4,,,,,306,,
 ET6,,,,,239,,
 ETR2-11,,,,,5,,
 EVC629,,,,,4,,
 EWH-24E-J,,,,,1,,
 F000-00025,,,,,2,,
 F000-00220,,,,,1,,
 F10-1004143,,,,,3,,
 F10-1004192,,,,,2,,
 F11-0000728,,,,,2,,
 F3 MEH1,,,,,1,,
 F3 MEH1-24-250V,,,,,2,,
 F3 VSR4,,,,,23,,
 F39-JD3A,,,,,1,,
 F40-3000150,,,,,1,,
 F40-3000489,,,,,1,,
 FAC90901-0100,,,,,1,,
 FAZ-C2/1,,,,,1,,
 FAZ-C2/2-NA,,,,,1,,
 FAZ-C3/1,,,,,1,,
 FAZ-C4/1-NA,,,,,1,,
 FAZ-C4/2-NA,,,,,3,,
 FDBK 1X8 BLACK,,,,,1,,
 FDBK 1X8 BLUE,,,,,5,,
 FDBK-1X4-BLACK,,,,,3,,
 FDBK-1X4-GREY,,,,,11,,
 FDBK-6-BLACK,,,,,25,,
 FDBK-6-RED,,,,,1,,
 FDBK4 BLACK,,,,,2,,
 FDBK4 RED,,,,,1,,
 FDBK6 GREY,,,,,59,,
 FDBK6 RED,,,,,6,,
 FDBK8 BLACK,,,,,4,,
 FDBK8 GREY,,,,,33,,
 FDBK8 RED,,,,,20,,
 FGSI-PO2CMO1WWW,,,,,3,,
 FI-PFH-NS0137,,,,,1,,
 FL 32MA 520.602,,,,,191,,
 FLEXY-2020000MA,,,,,1,,
 FLIUMM12PSCDINFL,,,,,5,,
 FLX-310100,,,,,1,,
 FPBA-01,,,,,2,,
 FPT-MM-SC-1M,,,,,8,,
 FQ0207 1600/1A,,,,,2,,
 FWC-10A10F,,,,,8,,
 FWC-16A10F,,,,,4,,
 FWC-2A10F,,,,,3,,
 FWC-3A10F,,,,,2,,
 FWC-6A10F,,,,,3,,
 FWC-8A10F,,,,,5,,
 FWP15A14FA,,,,,3,,
 FX3U-4AD,,,,,1,,
 G31-250-24,,,,,2,,
 G3NA-450B DC5-24,,,,,2,,
 G3PE-225B DC12-24V,,,,,6,,
 G3R-ODX02SN DC5/24,,,,,1,,
 G9SE-201 DC24,,,,,16,,
 GC-NET485-01,,,,,1,,
 GMH10-GREY,,,,,"5,676.00",,
 GMH6-GREY,,,,,"1,894.00",,
 GSTA00-160/160A,,,,,2,,
 GV-AD1010,,,,,5,,
 GV2-G245,,,,,4,,
 GV2-ME07,,,,,1,,
 GV2APN01,,,,,6,,
 GV2G445,,,,,1,,
 GV2G554,,,,,1,,
 GV2P07,,,,,1,,
 GV2P10,,,,,1,,
 GV2P16,,,,,7,,
 GV2P22,,,,,5,,
 GV3-A02,,,,,1,,
 GV7-AC01,,,,,5,,
 GVAD1001,,,,,1,,
 GVAD1010,,,,,24,,
 GVAE20,,,,,15,,
 GVAED101,,,,,5,,
 GXMMW.A203P33.,,,,,5,,
 H72S 24VDC,,,,,2,,
 HF12.5HA-1B,,,,,1,,
 HF35HA-1B,,,,,1,,
 HF9HA-1B,,,,,1,,
 HPR2-100SW,,,,,1,,
 IC00-BK-SQR56-IS8,,,,,3,,
 IC00-FCB-10,,,,,1,,
 IC00-LDL2-33X8-D,,,,,1,,
 ICBB-5151,,,,,1,,
 ICDF-QRL3-050028,,,,,1,,
 ICDF-QRL3-090050,,,,,2,,
 ICQBL3-180180W-00,,,,,1,,
 ICQCO3-102100W-00,,,,,1,,
 ICQRL3-050028R-00,,,,,1,,
 ICQRL3-090050R-00,,,,,2,,
 IES-3080,,,,,2,,
 IES-3160,,,,,1,,
 IFS-2000-HBRING-CC,,,,,1,,
 IFS-2000-HBRING-IR,,,,,1,,
 IGS-5225-4T2S,,,,,1,,
 IGS-801M,,,,,1,,
 IMPF-2000-POLAR,,,,,2,,
 IMPF-PR032-25.5,,,,,1,,
 IMRB-08024D1S-C,,,,,4,,
 IQ00-44T-5,,,,,1,,
 IQRB-030030,,,,,1,,
 IQWR-056056,,,,,1,,
 IS7600M-363-50,,,,,2,,
 ISLN-7000-SMNT,,,,,1,,
 IVSL-5PM12-5,,,,,15,,
 IVSL-DLP-300-WHI,,,,,1,,
 IVSL-LC300-WHI,,,,,2,,
 J205AS(44),,,,,2,,
 J205SP(44),,,,,2,,
 J648B1,,,,,1,,
 JJS-15,,,,,3,,
 JTN60030,,,,,1,,
 JX2.5/10-10 WAY,,,,,224,,
 JX2.5/2,,,,,"1,529.00",,
 JX4/10,,,,,60,,
 K-ADP1-USB,,,,,1,,
 K-CJC,,,,,13,,
 K-HM26,,,,,1,,
 K10B002ACH,,,,,1,,
 K2H014ULH,,,,,3,,
 KAT M3,,,,,58,,
 KAT M4,,,,,259,,
 KAT M4-BLACK,,,,,99,,
 KAT M4-RED,,,,,99,,
 KBT M5-15,,,,,44,,
 KBT100-GREY,,,,,5,,
 KBTM4-GREY,,,,,47,,
 KBTM6-BLACK,,,,,9,,
 KBTM6C-BLUE,,,,,8,,
 KBTM6C-YELLOW,,,,,8,,
 KBX,,,,,110,,
 KBZF,,,,,20,,
 KCD0-SD3-EX1.1245,,,,,59,,
 KCD2-SCD-EX1,,,,,3,,
 KCD2-SR-2,,,,,2,,
 KCD2-SR-EX1.LB,,,,,114,,
 KCD2-STC-1.20,,,,,10,,
 KCD2-STC-EX1,,,,,23,,
 KCD2-STC-EX1.20,,,,,1,,
 KD-SSR-33-40-DA,,,,,294,,
 KF 0402 G,,,,,2,,
 KFD0-HMS-16,,,,,1,,
 KFD0-SD2-EX1.1045,,,,,248,,
 KFD2-CD-EX1.32,,,,,3,,
 KFD2-CR4-1.20,,,,,2,,
 KFD2-SL2-EX1.LK,,,,,3,,
 KFD2-SR2-EX1.W.LB,,,,,1,,
 KFD2-SR2-EX2.W,,,,,3,,
 KFD2-UT2-EX1,,,,,2,,
 KFD2-VR4-EX1.26,,,,,1,,
 KFU8-UFC-1.D,,,,,1,,
 KL 1590 000,,,,,2,,
 KL 1592 000,,,,,1,,
 KL1593 000,,,,,3,,
 KLS001X-OA,,,,,3,,
 KLTDM4-GREY,,,,,192,,
 KN5,,,,,400,,
 KN5.5,,,,,"4,000.00",,
 KN8,,,,,900,,
 KPDD,,,,,35,,
 KPLD4,,,,,65,,
 KPMD4-ORANGE,,,,,108,,
 KPMD4-WHITE,,,,,111,,
 KPNS-GRAY,,,,,583,,
 KPNS-GREY,,,,,23,,
 KPS100,,,,,74,,
 KPS4,,,,,42,,
 KPT-GREY,,,,,175,,
 KPX,,,,,530,,
 KPXN-GREY,,,,,269,,
 KU2D4,,,,,"2,139.00",,
 KU2D4S-BLUE,,,,,200,,
 KUDDF4-GREY,,,,,30,,
 KUDDF4A2-GREY,,,,,"2,190.00",,
 KUDDF4D1,,,,,"2,796.00",,
 KUDF4-D1,,,,,459,,
 KUDF4-GREY,,,,,730,,
 KUDF4A1-GREY,,,,,49,,
 KUDF4A2-GREY,,,,,412,,
 KUDF4D1-BLACK,,,,,516,,
 KUDF4D1-BLUE,,,,,259,,
 KUDF4D1-GREY,,,,,"6,178.00",,
 KUDF4D1-YELLOW,,,,,490,,
 KUT10-BLACK,,,,,348,,
 KUT10-BLUE,,,,,459,,
 KUT10-GRAY,,,,,448,,
 KUT10-RED,,,,,546,,
 KUT10-YELLOW,,,,,460,,
 KUT16-BLACK,,,,,224,,
 KUT16-BLUE,,,,,279,,
 KUT16-GRAY,,,,,78,,
 KUT16-GREEN,,,,,23,,
 KUT16-RED,,,,,298,,
 KUT16-YELLOW,,,,,266,,
 KUT2.5-BLACK,,,,,"1,007.00",,
 KUT2.5-BLUE,,,,,269,,
 KUT2.5-GRAY,,,,,"9,542.00",,
 KUT2.5-GREEN,,,,,106,,
 KUT2.5-GREY,,,,,"1,765.00",,
 KUT2.5-KHAKHI,,,,,2,,
 KUT2.5-RED,,,,,582,,
 KUT2.5-WHITE,,,,,131,,
 KUT2.5-YELLOW,,,,,315,,
 KUT25-BLACK,,,,,107,,
 KUT25-BLUE,,,,,159,,
 KUT25-RED,,,,,300,,
 KUT25-YELLOW,,,,,268,,
 KUT35-BLACK,,,,,115,,
 KUT35-BLUE,,,,,141,,
 KUT35-GREY,,,,,29,,
 KUT35-RED,,,,,134,,
 KUT35-YELLOW,,,,,153,,
 KUT4-2X2-ORANGE,,,,,108,,
 KUT4-2X2-WHITE,,,,,111,,
 KUT4-BLACK,,,,,208,,
 KUT4-BLUE,,,,,346,,
 KUT4-GREEN,,,,,294,,
 KUT4-GREY,,,,,428,,
 KUT4-KHAKHI,,,,,43,,
 KUT4-RED,,,,,145,,
 KUT4-YELLOW,,,,,206,,
 KUT4NTCK-GREY,,,,,70,,
 KUT50-BLACK,,,,,55,,
 KUT50-BLUE,,,,,73,,
 KUT50-GREY,,,,,1,,
 KUT50-RED,,,,,63,,
 KUT50-YELLOW,,,,,69,,
 KUT6-BLACK,,,,,65,,
 KUT6-BLUE,,,,,401,,
 KUT6-GREY,,,,,182,,
 KUT6-RED,,,,,414,,
 KUT6-YELLOW,,,,,406,,
 LA1-KN11,,,,,34,,
 LA25F1,,,,,1,,
 LA7-D3064,,,,,1,,
 LAD-N11,,,,,8,,
 LAD9-R1V,,,,,4,,
 LAE-B1,,,,,5,,
 LAE-B3,,,,,4,,
 LAE-N11,,,,,9,,
 LAE-N22,,,,,33,,
 LBJ32309B33RDYR,,,,,1,,
 LBK32309B33RDYR,,,,,1,,
 LC1-D09P7,,,,,1,,
 LC1-D12BD,,,,,1,,
 LC1-D40AM7,,,,,1,,
 LC1-D65ABNE,,,,,1,,
 LC1-E0910F7,,,,,6,,
 LC1-E1210F7,,,,,8,,
 LC1-E1210M7,,,,,1,,
 LC1-E2510F5,,,,,1,,
 LC1-E40F5,,,,,2,,
 LC1-E40F7,,,,,1,,
 LC1D09BD,,,,,1,,
 LC1D12BD,,,,,1,,
 LC1D18BD,,,,,5,,
 LD11F1,,,,,1,,
 LEC-56676,,,,,4,,
 LEC-58429,,,,,2,,
 LEC-86571,,,,,1,,
 LEC-86573,,,,,1,,
 LES-202AW-RG ,,,,,1,,
 LFC-12.5F,,,,,2,,
 LFC-16F1,,,,,1,,
 LFC-25F1,,,,,3,,
 LFC-50HR,,,,,1,,
 LFC-9F1B,,,,,3,,
 LIU-10300,,,,,1,,
 LM12-06-01,,,,,2,,
 LM12-16-01,,,,,2,,
 LM12-SPACER-16-01,,,,,8,,
 LNS-CVR50-2,,,,,3,,
 LP-CC-1.25,,,,,6,,
 LP-CC-15,,,,,5,,
 LPJ-20SP,,,,,6,,
 LR7-02WTNW,,,,,1,,
 LR7-BW,,,,,1,,
 LR7-E-G,,,,,1,,
 LR7-E-R,,,,,1,,
 LR7-E-Y,,,,,1,,
 LRD-07,,,,,1,,
 LRD-10,,,,,1,,
 LRE14,,,,,2,,
 LRE16,,,,,6,,
 LUA1C11,,,,,17,,
 LUA1C20,,,,,20,,
 LUCA05BL,,,,,4,,
 LV426950,,,,,2,,
 LV429211,,,,,1,,
 LV429369,,,,,1,,
 LV429371,,,,,17,,
 LV429387,,,,,12,,
 LV429842,,,,,12,,
 LV429857,,,,,1,,
 LV431406X62A250,,,,,1,,
 LV431564,,,,,27,,
 LV432598,,,,,3,,
 LV432631,,,,,3,,
 LV432677,,,,,1,,
 LV432808X63A630,,,,,8,,
 LV434197,,,,,1,,
 LV525313,,,,,1,,
 LV580061,,,,,1,,
 LV580081,,,,,1,,
 LV580301,,,,,1,,
 LX1FL110,,,,,3,,
 M22-B,,,,,4,,
 M22-CK11,,,,,4,,
 M22-K01,,,,,1,,
 M22-K10,,,,,24,,
 M304/10-23-10,,,,,7,,
 MAS-AI-08-D-C-C-0,,,,,2,,
 MAS-AI-U-08-D9-1-0,,,,,1,,
 MAS-AO-08-D-C-C-0,,,,,1,,
 MAS0303021R5,,,,,10,,
 MAS0606030R5,,,,,1,,
 MBZS024SE,,,,,1,,
 MDR-10-12,,,,,2,,
 MFB-FX,,,,,10,,
 MKS2P-DC24,,,,,11,,
 MPELSPL-01,,,,,2,,
 MPR300BE010,,,,,1,,
 MPR303BE080,,,,,3,,
 MPRO-200-5-Z120-C0,,,,,5,,
 MPRO-200-5-Z70-C0-,,,,,7,,
 MSMI06,,,,,13,,
 MSP-13,,,,,40,,
 MVS21430,,,,,1,,
 MY2IN-D2 DC24 (S),,,,,5,,
 MY2N-D2 GS DC24,,,,,50,,
 MY2N-DC24,,,,,1,,
 MY2N-GS AC100/110,,,,,43,,
 MY2N-GS AC220/240,,,,,133,,
 MY2N-GS DC24,,,,,770,,
 MY4-ZH-DC24,,,,,15,,
 MY4N GS AC24,,,,,18,,
 MY4N GS DC24,,,,,110,,
 MY4N-D2-DC100/110,,,,,1,,
 MY4N-GS AC100/110,,,,,32,,
 MY4N-GS AC220/240,,,,,38,,
 N2R39VP,,,,,1,,
 NAD-FMDSCSC,,,,,2,,
 NC102N,,,,,1,,
 NC202N,,,,,3,,
 NC210N,,,,,1,,
 NDR-240-24,,,,,13,,
 NEB-10,,,,,10,,
 NHI-E-11-PKZ0,,,,,17,,
 NHI-E-11-PKZ2,,,,,9,,
 NHI21-PKZ0,,,,,2,,
 NJ8-18GM-N,,,,,5,,
 NPLFXDSC03,,,,,4,,
 NW25H103PED06.0A,,,,,2,,
 NZM2-4-XKA,,,,,2,,
 NZM2-XAVPR,,,,,3,,
 NZM2-XKA,,,,,6,,
 NZM2-XR208-240AC,,,,,1,,
 NZM2/3-XU208-240AC,,,,,1,,
 NZM3-XKA2,,,,,15,,
 NZM3-XKP,,,,,1,,
 NZM3-XKSA,,,,,9,,
 NZM4-XKA,,,,,2,,
 NZMC1-A63,,,,,1,,
 NZMH2-A80,,,,,1,,
 ODL2.5A,,,,,20,,
 OFAFN000GG32,,,,,6,,
 OHI1,,,,,1,,
 P-0R-24-40,,,,,1,,
 P1-FP-230VAC,,,,,70,,
 P1-FPZ-1+S1D-24VDC,,,,,98,,
 P2-FPZ -230VAC,,,,,2,,
 P253311A1A0010A,,,,,1,,
 P2RF-05-E,,,,,1,,
 PC-ISO-11,,,,,2,,
 PC24D08-2COB,,,,,2,,
 PC25P223BO/RM/P,,,,,1,,
 PESS 28B,,,,,100,,
 PF083A-E,,,,,1,,
 PF113A-E,,,,,15,,
 PFP-100N,,,,,19,,
 PIC 101A-VI-230,,,,,1,,
 PKF16F735,,,,,3,,
 PKF16M735,,,,,3,,
 PKZM0-0.25,,,,,1,,
 PKZM0-0.63,,,,,5,,
 PKZM0-1,,,,,1,,
 PKZM0-1.6,,,,,2,,
 PKZM0-10,,,,,12,,
 PKZM0-4,,,,,2,,
 PKZM4-16,,,,,1,,
 PKZM4-40,,,,,3,,
 PLSM-C10/1,,,,,4,,
 PLSM-C2/2,,,,,4,,
 PLSM-C4/2,,,,,1,,
 PMC-1 DC24,,,,,24,,
 PMY2-AC/DC6-220,,,,,13,,
 PP2.5/4UN,,,,,155,,
 PP25UN,,,,,113,,
 PP35UN,,,,,50,,
 PP6/10U,,,,,79,,
 PPCBB,,,,,32,,
 PPCBB1,,,,,22,,
 PR-03,,,,,1,,
 PS 2507 400,,,,,3,,
 PS 4105 235,,,,,2,,
 PS 4106 235,,,,,3,,
 PS 4108 235,,,,,50,,
 PS 4115 000,,,,,2,,
 PS 4116 000,,,,,14,,
 PS 4118 000,,,,,25,,
 PS 4128 235,,,,,10,,
 PS 4157 000,,,,,8,,
 PS 4165 000,,,,,11,,
 PS 4179 000,,,,,11,,
 PS 4182 000,,,,,1,,
 PS 4183 000,,,,,1,,
 PS 4186 235,,,,,1,,
 PS 4198 000,,,,,1,,
 PS 4205 500,,,,,2,,
 PS 4206 521,,,,,1,,
 PS 4208 521,,,,,22,,
 PS 4315 100,,,,,1,,
 PS 4315 200,,,,,4,,
 PS 4371 000,,,,,1,,
 PS 4375 000,,,,,5,,
 PS 4580 000,,,,,22,,
 PS 4582 000,,,,,22,,
 PS 4583 000,,,,,16,,
 PS 4590 700,,,,,5,,
 PS 4591 700,,,,,22,,
